'date','prize','no1','no2','no3','no4','no5'
2020-03-07,83000,4,6,11,16,27
2020-03-08,178000,7,13,23,31,39
2020-03-09,72000,2,3,11,16,25
2020-03-10,172000,12,15,17,27,34
2020-03-11,75000,2,13,23,24,30
2020-03-12,69000,10,22,33,34,35
2020-03-13,175000,8,10,28,36,38
2020-03-14,316000,4,8,12,31,35
2020-03-15,522000,26,28,29,32,39
2020-03-16,70000,5,6,9,18,20
2020-03-17,165000,7,19,23,25,26
2020-03-18,71000,1,5,10,32,36
2020-03-19,163000,1,2,16,21,28
2020-03-20,78000,1,23,27,28,33
2020-03-21,174000,11,16,17,24,30
2020-03-22,273000,2,11,22,27,30
2020-03-23,68000,7,15,19,31,39
2020-03-24,153000,4,18,19,30,36
2020-03-25,279000,19,21,22,34,37
2020-03-26,69000,2,7,18,19,35
2020-03-27,166000,17,18,20,24,35
2020-03-28,288000,13,22,24,26,36
2020-03-29,461000,7,22,25,28,33
2020-03-30,68000,5,8,15,27,28
2020-03-31,73000,15,17,30,32,38
2020-04-01,161000,7,22,30,31,39
2020-04-02,290000,13,14,25,26,38
2020-04-03,78000,9,10,17,22,25
2020-04-04,76000,22,24,25,32,33
2020-04-05,157000,11,19,21,26,30
2020-04-06,272000,13,18,20,25,31
2020-04-07,454000,1,4,20,27,38
2020-04-08,72000,13,15,19,22,28
2020-04-09,69000,11,13,28,30,32
2020-04-10,163000,13,22,27,31,35
2020-04-11,281000,7,14,34,35,38
2020-04-12,65000,11,13,16,21,22
2020-04-13,152000,3,8,27,33,34
2020-04-14,73000,7,12,22,26,27
2020-04-15,163000,3,7,10,17,37
2020-04-16,69000,3,10,12,16,22
2020-04-17,171000,1,3,14,28,34
2020-04-18,79000,2,8,10,25,37
2020-04-19,63000,5,8,14,31,35
2020-04-20,67000,17,26,29,30,31
2020-04-21,70000,11,13,17,27,36
2020-04-22,163000,3,10,23,37,38
2020-04-23,67000,2,17,18,19,37
2020-04-24,168000,2,18,20,30,31
2020-04-25,295000,20,23,25,26,30
2020-04-26,61000,7,30,32,37,39
2020-04-27,152000,2,6,24,35,38
2020-04-28,73000,3,5,24,35,39
2020-04-29,169000,6,9,20,22,38
2020-04-30,67000,8,16,18,29,37
2020-05-01,173000,8,11,19,36,37
2020-05-02,77000,5,6,7,20,22
2020-05-03,65000,5,7,13,27,31
2020-05-04,158000,4,8,21,23,26
2020-05-05,74000,8,24,32,33,35
2020-05-06,172000,10,20,22,27,29
2020-05-07,70000,8,10,12,14,23
2020-05-08,176000,2,3,7,19,20
2020-05-09,75000,14,17,19,27,28
2020-05-10,166000,12,15,16,19,28
2020-05-11,68000,6,12,16,28,33
2020-05-12,70000,4,9,11,21,38
2020-05-13,72000,7,8,10,15,23
2020-05-14,67000,12,28,34,37,39
2020-05-15,78000,7,11,12,22,28
2020-05-16,186000,11,15,20,29,39
2020-05-17,64000,5,15,18,30,35
2020-05-18,0,4,16,21,31,38
2020-05-19,304000,18,23,28,36,37
2020-05-20,76000,14,19,24,27,28
2020-05-21,70000,10,12,25,31,36
2020-05-22,180000,3,4,8,16,24
2020-05-23,80000,9,12,13,28,34
2020-05-24,63000,13,17,19,23,26
2020-05-25,158000,5,7,26,29,35
2020-05-26,305000,2,11,12,15,22
2020-05-27,78000,1,10,20,26,38
2020-05-28,179000,3,8,22,23,27
2020-05-29,81000,9,13,15,17,29
2020-05-30,77000,2,7,30,31,35
2020-05-31,64000,23,26,31,37,38
2020-06-01,158000,1,3,12,18,24
2020-06-02,72000,5,7,20,24,33
2020-06-03,70000,5,12,18,19,23
2020-06-04,167000,7,8,22,27,28
2020-06-05,82000,2,11,14,18,25
2020-06-06,190000,5,10,13,27,35
2020-06-07,61000,2,22,27,32,33
2020-06-08,69000,2,13,15,17,29
2020-06-09,166000,2,9,10,16,18
2020-06-10,70000,2,9,12,14,19
2020-06-11,171000,10,15,17,21,34
2020-06-12,316000,2,3,16,17,38
2020-06-13,75000,10,14,15,22,26
2020-06-14,61000,4,9,16,29,39
2020-06-15,70000,1,5,13,21,22
2020-06-16,72000,15,21,23,24,28
2020-06-17,173000,8,23,26,31,37
2020-06-18,67000,4,5,19,20,37
2020-06-19,80000,1,7,17,28,33
2020-06-20,78000,4,13,16,21,23
2020-06-21,64000,7,10,15,29,38
2020-06-22,163000,4,12,17,18,37
2020-06-23,74000,11,12,17,20,31
2020-06-24,177000,9,14,16,20,37
2020-06-25,326000,7,8,19,28,39
2020-06-26,81000,1,10,15,21,26
2020-06-27,192000,5,7,24,32,37
2020-06-28,62000,9,28,32,35,37
2020-06-29,161000,9,13,19,20,23
2020-06-30,75000,2,15,17,19,36
2020-07-01,73000,2,10,19,20,23
2020-07-02,67000,15,22,25,27,34
2020-07-03,180000,4,6,36,37,38
2020-07-04,331000,4,6,9,29,35
2020-07-05,65000,2,10,14,24,27
2020-07-06,164000,15,18,21,25,38
2020-07-07,73000,14,22,23,29,32
2020-07-08,177000,11,13,24,27,32
2020-07-09,69000,11,19,23,26,32
2020-07-10,78000,1,18,19,23,25
2020-07-11,187000,2,3,8,29,39
2020-07-12,308000,5,11,16,19,20
2020-07-13,70000,8,11,17,30,32
2020-07-14,171000,10,16,20,23,32
2020-07-15,73000,7,11,27,28,33
2020-07-16,71000,1,20,21,24,37
2020-07-17,79000,12,16,29,32,38
2020-07-18,76000,1,3,8,28,37
2020-07-19,61000,11,22,23,24,38
2020-07-20,158000,13,16,30,33,38
2020-07-21,73000,3,13,25,31,39
2020-07-22,73000,6,12,13,30,31
2020-07-23,68000,12,15,23,25,35
2020-07-24,78000,6,22,25,30,35
2020-07-25,75000,6,7,17,26,27
2020-07-26,64000,9,10,17,30,39
2020-07-27,67000,3,8,16,28,29
2020-07-28,70000,5,20,28,35,38
2020-07-29,170000,11,13,22,31,37
2020-07-30,69000,1,24,35,36,37
2020-07-31,179000,1,11,14,16,28
2020-08-01,78000,2,8,9,13,23
2020-08-02,175000,1,4,9,13,20
2020-08-03,316000,3,5,16,26,27
2020-08-04,72000,6,11,17,24,32
2020-08-05,70000,22,26,27,32,39
2020-08-06,171000,7,15,16,29,36
2020-08-07,325000,6,7,14,19,25
2020-08-08,76000,1,10,16,31,37
2020-08-09,61000,1,2,3,8,31
2020-08-10,159000,1,5,18,26,29
2020-08-11,71000,11,12,19,32,33
2020-08-12,70000,9,12,14,21,36
2020-08-13,68000,6,9,16,19,29
2020-08-14,79000,9,16,18,19,29
2020-08-15,78000,25,32,34,36,38
2020-08-16,62000,14,18,33,36,38
2020-08-17,67000,8,20,25,27,36
2020-08-18,71000,1,5,29,30,38
2020-08-19,172000,4,15,17,23,30
2020-08-20,322000,7,10,23,32,37
2020-08-21,81000,3,5,7,14,39
2020-08-22,78000,4,6,9,14,30
2020-08-23,62000,4,7,15,28,31
2020-08-24,158000,13,17,26,32,35
2020-08-25,311000,8,9,22,29,31
2020-08-26,70000,16,17,20,23,33
2020-08-27,172000,10,15,18,19,23
2020-08-28,326000,9,11,12,13,14
2020-08-29,76000,3,26,29,32,33
2020-08-30,174000,4,7,11,25,27
2020-08-31,74000,8,21,25,27,32
2020-09-01,176000,7,10,15,24,30
2020-09-02,70000,13,14,23,25,27
2020-09-03,174000,9,15,22,33,35
2020-09-04,77000,11,17,18,20,29
2020-09-05,188000,3,14,21,24,27
2020-09-06,0,4,7,13,21,33
2020-09-07,68000,9,21,23,37,39
2020-09-08,164000,2,8,18,19,36
2020-09-09,0,1,14,15,27,29
2020-09-10,70000,6,12,26,30,35
2020-09-11,79000,7,15,17,27,31
2020-09-12,78000,6,15,17,29,33
2020-09-13,177000,7,9,11,33,36
2020-09-14,71000,1,14,15,23,27
2020-09-15,70000,11,17,21,22,30
2020-09-16,71000,1,25,31,33,35
2020-09-17,69000,1,22,33,36,37
2020-09-18,179000,1,2,3,28,33
2020-09-19,323000,2,6,10,24,25
2020-09-20,557000,5,6,7,20,23
2020-09-21,81000,3,21,31,32,39
2020-09-22,183000,7,10,17,19,27
2020-09-23,77000,1,2,12,36,37
2020-09-24,180000,11,19,22,23,33
2020-09-25,337000,7,16,25,27,39
2020-09-26,77000,7,8,11,13,17
2020-09-27,62000,5,6,19,22,26
2020-09-28,68000,2,4,20,21,23
2020-09-29,167000,2,24,25,30,37
2020-09-30,72000,4,11,16,32,35
2020-10-01,173000,4,10,20,24,26
2020-10-02,81000,21,25,31,35,37
2020-10-03,190000,6,12,18,22,25
2020-10-04,66000,4,12,16,18,20
2020-10-05,67000,4,9,22,30,36
2020-10-06,167000,3,8,11,12,25
2020-10-07,75000,3,20,22,34,37
2020-10-08,177000,5,10,13,19,37
2020-10-09,79000,5,14,15,23,33
2020-10-10,78000,5,10,13,15,25
2020-10-11,64000,1,6,12,25,36
2020-10-12,161000,2,6,11,17,18
2020-10-13,313000,2,4,6,22,39
2020-10-14,76000,2,3,8,22,36
2020-10-15,67000,9,11,15,16,35
2020-10-16,177000,6,12,19,27,30
2020-10-17,327000,1,3,12,18,26
2020-10-18,62000,7,9,12,15,37
2020-10-19,161000,3,6,7,30,31
2020-10-20,73000,4,18,25,26,31
2020-10-21,175000,6,11,20,24,27
2020-10-22,68000,25,28,29,30,31
2020-10-23,77000,9,23,24,34,35
2020-10-24,187000,13,16,17,22,33
2020-10-25,314000,7,14,15,34,36
2020-10-26,70000,5,18,26,29,31
2020-10-27,72000,4,18,19,31,35
2020-10-28,174000,4,18,23,28,29
2020-10-29,71000,11,13,20,23,26
2020-10-30,77000,5,7,11,20,32
2020-10-31,78000,4,6,10,25,30
2020-11-01,64000,9,10,13,19,35
2020-11-02,161000,1,9,19,22,38
2020-11-03,318000,4,8,11,15,30
2020-11-04,74000,8,16,25,26,27
2020-11-05,67000,3,13,24,25,38
2020-11-06,78000,4,20,25,27,32
2020-11-07,189000,3,9,13,35,36
2020-11-08,61000,10,11,17,27,30
2020-11-09,157000,9,12,26,32,33
2020-11-10,307000,1,15,23,31,33
2020-11-11,70000,1,8,14,19,39
2020-11-12,172000,12,16,18,23,29
2020-11-13,80000,11,12,14,21,22
2020-11-14,190000,4,6,16,22,34
2020-11-15,64000,2,9,10,14,27
2020-11-16,162000,4,16,20,32,34
2020-11-17,316000,10,28,32,35,37
2020-11-18,75000,1,4,5,18,34
2020-11-19,70000,5,19,28,35,36
2020-11-20,183000,2,8,31,32,37
2020-11-21,76000,1,6,11,16,37
2020-11-22,64000,11,16,21,25,37
2020-11-23,69000,5,6,8,10,19
2020-11-24,75000,6,7,13,21,30
2020-11-25,73000,17,19,26,31,32
2020-11-26,70000,15,24,32,33,36
2020-11-27,77000,2,6,16,18,31
2020-11-28,181000,3,10,17,31,35
2020-11-29,62000,21,22,24,27,28
2020-11-30,68000,8,10,16,17,36
2020-12-01,71000,1,14,17,27,35
2020-12-02,73000,22,23,24,30,39
2020-12-03,67000,4,9,11,24,25
2020-12-04,78000,2,10,17,26,34
2020-12-05,78000,15,24,29,34,39
2020-12-06,61000,4,19,22,23,32
2020-12-07,69000,2,6,19,22,24
2020-12-08,70000,6,8,14,21,31
2020-12-09,73000,3,13,14,38,39
2020-12-10,173000,6,8,30,37,38
2020-12-11,77000,3,16,24,33,35
2020-12-12,183000,21,28,32,33,36
2020-12-13,63000,8,17,20,21,27
2020-12-14,70000,11,22,27,31,33
2020-12-15,169000,4,6,12,17,21
2020-12-16,73000,1,11,16,19,38
2020-12-17,68000,4,16,23,34,36
2020-12-18,177000,5,11,15,27,36
2020-12-19,76000,26,29,30,33,37
2020-12-20,171000,1,4,19,22,34
2020-12-21,306000,2,4,5,31,38
2020-12-22,538000,1,4,6,13,22
2020-12-23,73000,5,12,19,22,25
2020-12-24,182000,6,11,17,23,24
2020-12-25,78000,6,10,22,31,38
2020-12-26,77000,10,21,23,29,36
2020-12-27,62000,8,19,27,34,39
2020-12-28,68000,4,8,13,29,32
2020-12-29,72000,1,13,14,15,23
2020-12-30,177000,5,7,23,28,36
2020-12-31,70000,2,10,12,26,32
2021-01-01,201000,5,26,27,28,33
2021-01-02,77000,3,9,19,29,31
2021-01-03,65000,6,16,25,26,32
2021-01-04,69000,7,13,19,38,39
2021-01-05,168000,3,9,13,17,38
2021-01-06,324000,13,25,31,34,36
2021-01-07,71000,4,10,26,33,39
2021-01-08,187000,2,16,20,24,35
2021-01-09,79000,3,4,19,26,27
2021-01-10,61000,2,9,24,26,36
2021-01-11,161000,9,22,30,31,36
2021-01-12,73000,8,16,17,27,32
2021-01-13,70000,5,10,14,22,32
2021-01-14,179000,13,17,19,21,22
2021-01-15,81000,10,11,17,26,36
2021-01-16,75000,1,17,18,25,29
2021-01-17,61000,1,11,16,23,28
2021-01-18,69000,2,18,32,34,39
2021-01-19,71000,10,12,13,18,21
2021-01-20,186000,14,17,19,21,24
2021-01-21,69000,5,6,15,38,39
2021-01-22,188000,7,10,11,19,23
2021-01-23,81000,13,21,23,24,38
2021-01-24,179000,17,21,30,32,33
2021-01-25,323000,16,20,25,30,36
2021-01-26,76000,2,6,8,10,28
2021-01-27,70000,8,10,21,26,32
2021-01-28,69000,10,15,19,23,28
2021-01-29,185000,3,6,14,17,32
2021-01-30,80000,7,27,31,33,36
2021-01-31,184000,16,19,26,28,36
2021-02-01,71000,1,10,12,13,39
2021-02-02,180000,4,9,18,24,35
2021-02-03,72000,2,9,16,22,28
2021-02-04,67000,2,11,16,19,24
2021-02-05,80000,3,5,14,18,22
2021-02-06,196000,2,4,15,35,37
2021-02-07,334000,8,10,19,24,35
2021-02-08,70000,4,8,22,25,35
2021-02-09,71000,6,8,10,32,38
2021-02-10,70000,5,15,18,35,36
2021-02-11,179000,15,19,21,23,26
2021-02-12,346000,1,25,26,27,37
2021-02-13,76000,9,10,13,22,30
2021-02-14,178000,1,3,23,30,35
2021-02-15,330000,4,17,18,22,25
2021-02-16,74000,9,11,14,20,35
2021-02-17,182000,5,10,11,26,36
2021-02-18,344000,5,8,11,14,23
2021-02-19,599000,9,12,21,28,31
2021-02-20,1100000,3,9,12,36,37
2021-02-21,72000,3,6,19,26,36
2021-02-22,70000,1,2,7,17,38
2021-02-23,73000,9,13,16,21,36
2021-02-24,185000,13,22,23,24,25
2021-02-25,348000,5,9,26,32,38
2021-02-26,85000,7,8,16,20,33
2021-02-27,203000,5,6,9,22,32
2021-02-28,61000,10,15,18,20,27
2021-03-01,165000,16,19,24,28,32
2021-03-02,329000,3,7,9,10,12
2021-03-03,77000,3,12,20,25,30
2021-03-04,67000,1,8,11,12,18
2021-03-05,81000,6,8,10,15,33
2021-03-06,200000,3,21,27,32,34
2021-03-07,345000,7,12,30,32,34
2021-03-08,68000,5,11,15,31,38
2021-03-09,174000,5,10,15,28,33
2021-03-10,339000,2,15,29,32,39
2021-03-11,69000,3,15,34,36,39
2021-03-12,78000,4,16,24,29,38
2021-03-13,75000,19,20,22,31,39
2021-03-14,63000,1,4,21,23,34
2021-03-15,70000,6,7,9,19,28
2021-03-16,172000,3,11,13,22,23
2021-03-17,77000,5,13,15,18,26
2021-03-18,188000,8,10,24,25,31
2021-03-19,81000,8,19,23,29,33
2021-03-20,198000,4,9,23,26,35
2021-03-21,342000,5,6,7,17,27
2021-03-22,78000,2,5,32,33,37
2021-03-23,73000,25,26,31,36,38
2021-03-24,72000,8,14,23,25,28
2021-03-25,68000,5,15,20,24,26
2021-03-26,77000,2,4,22,26,35
2021-03-27,76000,6,17,18,26,27
2021-03-28,63000,2,24,29,34,37
2021-03-29,69000,6,24,28,33,38
2021-03-30,71000,1,9,11,14,18
2021-03-31,74000,2,8,21,22,35
2021-04-01,179000,17,26,27,28,29
2021-04-02,82000,9,10,17,32,34
2021-04-03,77000,7,9,25,26,27
2021-04-04,61000,4,5,28,31,36
2021-04-05,164000,9,11,23,28,30
2021-04-06,71000,2,16,21,37,38
2021-04-07,180000,19,21,26,30,33
2021-04-08,343000,5,10,25,27,38
2021-04-09,79000,14,19,20,24,28
2021-04-10,75000,1,4,11,20,25
2021-04-11,181000,10,12,23,30,35
2021-04-12,335000,30,31,32,34,35
2021-04-13,73000,10,13,15,28,31
2021-04-14,70000,6,27,28,32,36
2021-04-15,70000,2,8,24,31,33
2021-04-16,190000,8,19,20,22,36
2021-04-17,76000,3,6,19,22,24
2021-04-18,61000,11,14,19,38,39
2021-04-19,163000,10,12,16,21,25
2021-04-20,73000,7,20,25,26,32
2021-04-21,72000,5,23,24,27,33
2021-04-22,179000,5,10,33,35,37
2021-04-23,341000,3,11,22,30,34
2021-04-24,78000,7,12,26,33,39
2021-04-25,180000,6,22,24,34,39
2021-04-26,70000,5,11,12,14,39
2021-04-27,70000,2,13,20,23,35
2021-04-28,179000,2,11,19,27,37
2021-04-29,73000,6,19,24,28,29
2021-04-30,79000,1,3,4,5,16
2021-05-01,195000,24,31,33,34,39
2021-05-02,333000,3,4,30,33,39
2021-05-03,69000,3,17,18,30,31
2021-05-04,73000,8,13,19,23,39
2021-05-05,184000,7,15,21,28,31
2021-05-06,348000,9,15,17,34,39
2021-05-07,85000,7,9,15,21,27
2021-05-08,80000,21,26,31,32,36
2021-05-09,62000,2,12,22,24,36
2021-05-10,164000,2,4,7,8,18
2021-05-11,70000,7,13,19,30,39
2021-05-12,179000,4,5,6,21,33
2021-05-13,339000,13,19,21,28,29
2021-05-14,81000,6,10,20,36,39
2021-05-15,76000,1,16,23,29,33
2021-05-16,62000,15,20,22,29,36
2021-05-17,163000,8,18,22,23,31
2021-05-18,320000,4,9,14,25,39
2021-05-19,74000,7,17,25,29,38
2021-05-20,67000,1,2,9,17,35
2021-05-21,184000,7,15,17,29,39
2021-05-22,81000,4,11,22,26,32
2021-05-23,63000,9,13,17,18,33
2021-05-24,163000,10,13,15,23,38
2021-05-25,319000,10,11,14,20,39
2021-05-26,79000,8,10,16,20,35
2021-05-27,185000,5,9,12,14,34
2021-05-28,77000,3,8,11,28,34
2021-05-29,79000,1,7,29,33,39
2021-05-30,61000,1,4,9,27,33
2021-05-31,161000,10,14,16,27,38
2021-06-01,71000,5,11,15,27,33
2021-06-02,72000,5,10,29,33,36
2021-06-03,67000,6,11,26,33,36
2021-06-04,79000,2,5,29,31,35
2021-06-05,78000,4,7,18,22,32
2021-06-06,62000,1,16,23,33,35
2021-06-07,68000,1,4,7,11,13
2021-06-08,74000,3,4,8,21,26
2021-06-09,70000,10,16,26,28,29
2021-06-10,177000,2,22,23,29,37
2021-06-11,79000,6,7,23,28,39
2021-06-12,189000,4,8,15,26,27
2021-06-13,65000,1,12,29,33,38
2021-06-14,165000,7,11,18,22,28
2021-06-15,72000,1,2,4,13,29
2021-06-16,177000,19,26,27,35,37
2021-06-17,68000,5,7,29,34,38
2021-06-18,78000,1,7,26,37,38
2021-06-19,76000,14,17,25,29,33
2021-06-20,174000,2,7,22,27,31
2021-06-21,68000,5,11,19,27,39
2021-06-22,73000,7,12,13,27,38
2021-06-23,73000,4,12,26,29,33
2021-06-24,67000,16,18,27,28,33
2021-06-25,178000,25,31,32,34,39
2021-06-26,326000,18,19,29,35,39
2021-06-27,61000,2,4,26,28,32
2021-06-28,68000,10,22,33,37,39
2021-06-29,72000,1,3,31,32,37
2021-06-30,176000,21,28,34,36,38
2021-07-01,72000,3,11,13,33,39
2021-07-02,80000,3,6,33,36,38
2021-07-03,76000,6,12,13,27,31
2021-07-04,64000,11,19,24,29,38
2021-07-05,68000,9,21,23,33,34
2021-07-06,72000,1,16,28,36,38
2021-07-07,175000,4,9,15,31,39
2021-07-08,331000,7,13,25,36,39
2021-07-09,77000,17,24,30,37,39
2021-07-10,77000,10,13,19,32,36
2021-07-11,173000,7,23,25,32,39
2021-07-12,315000,1,3,7,14,26
2021-07-13,80000,6,8,14,23,34
2021-07-14,184000,6,15,18,19,29
2021-07-15,72000,3,5,8,12,22
2021-07-16,79000,8,22,26,27,39
2021-07-17,190000,13,14,22,23,30
2021-07-18,65000,17,18,22,29,39
2021-07-19,68000,1,14,21,29,37
2021-07-20,165000,2,14,29,32,33
2021-07-21,73000,7,14,18,31,38
2021-07-22,68000,19,26,27,36,38
2021-07-23,178000,3,14,16,25,28
2021-07-24,78000,5,13,21,25,29
2021-07-25,174000,15,17,21,29,39
2021-07-26,67000,6,18,19,26,29
2021-07-27,73000,3,22,25,31,37
2021-07-28,175000,13,16,17,24,34
2021-07-29,327000,13,17,22,35,38
2021-07-30,570000,8,21,24,35,36
2021-07-31,87000,5,6,15,25,32
2021-08-01,190000,1,20,21,31,39
2021-08-02,341000,1,3,10,22,30
2021-08-03,589000,13,19,21,30,34
2021-08-04,73000,6,15,26,28,38
2021-08-05,68000,1,6,24,28,30
2021-08-06,78000,14,17,29,31,36
2021-08-07,187000,7,11,13,20,32
2021-08-08,316000,3,7,20,23,39
2021-08-09,75000,2,6,9,12,15
2021-08-10,75000,25,33,36,37,38
2021-08-11,180000,10,11,18,22,34
2021-08-12,71000,3,16,20,31,35
2021-08-13,184000,7,16,18,28,37
2021-08-14,77000,8,12,19,27,30
2021-08-15,62000,6,12,17,18,20
2021-08-16,159000,4,17,28,29,38
2021-08-17,315000,3,15,18,28,33
2021-08-18,78000,1,9,12,14,21
2021-08-19,71000,4,11,21,27,37
2021-08-20,78000,3,5,26,29,32
2021-08-21,75000,6,16,24,28,30
2021-08-22,61000,6,7,12,17,34
2021-08-23,159000,6,19,23,30,35
2021-08-24,70000,2,18,21,22,24
2021-08-25,171000,10,19,23,25,30
2021-08-26,71000,10,13,21,28,34
2021-08-27,182000,2,6,14,36,39
2021-08-28,75000,15,16,17,26,31
2021-08-29,64000,1,5,10,28,31
2021-08-30,160000,8,9,20,28,30
2021-08-31,70000,9,18,19,26,27
2021-09-01,71000,1,7,16,23,29
2021-09-02,67000,5,6,9,18,24
2021-09-03,80000,6,25,32,33,35
2021-09-04,194000,11,16,34,38,39
2021-09-05,327000,7,8,16,28,34
2021-09-06,73000,3,16,24,33,35
2021-09-07,71000,8,12,17,26,34
2021-09-08,71000,11,13,15,19,24
2021-09-09,68000,11,13,29,36,39
2021-09-10,79000,5,23,29,36,39
2021-09-11,186000,7,13,19,32,33
2021-09-12,310000,1,5,6,13,31
2021-09-13,75000,2,8,16,25,32
2021-09-14,70000,6,8,24,36,38
2021-09-15,171000,9,14,26,28,30
2021-09-16,325000,2,17,23,30,32
2021-09-17,85000,5,6,7,26,30
2021-09-18,76000,10,16,18,19,34
2021-09-19,175000,10,11,31,34,37
2021-09-20,318000,2,15,27,37,38
2021-09-21,71000,11,18,23,29,31
2021-09-22,175000,2,15,22,25,36
2021-09-23,329000,5,9,22,32,37
2021-09-24,83000,2,3,15,16,31
2021-09-25,194000,3,19,24,28,32
2021-09-26,330000,14,17,28,32,33
2021-09-27,68000,2,4,5,19,31
2021-09-28,171000,6,9,22,31,33
2021-09-29,70000,4,14,23,28,38
2021-09-30,174000,7,14,15,25,33
2021-10-01,330000,17,24,26,38,39
2021-10-02,81000,1,32,36,37,39
2021-10-03,64000,3,13,17,18,26
2021-10-04,163000,6,20,28,29,35
2021-10-05,74000,3,8,16,19,21
2021-10-06,72000,2,7,14,21,22
2021-10-07,69000,3,9,10,38,39
2021-10-08,182000,4,15,20,28,30
2021-10-09,78000,6,8,11,29,39
2021-10-10,175000,2,15,20,24,34
2021-10-11,314000,5,12,15,32,39
2021-10-12,76000,5,7,8,19,30
2021-10-13,74000,17,22,30,35,36
2021-10-14,70000,2,8,11,31,38
2021-10-15,77000,8,13,16,21,24
2021-10-16,185000,4,25,29,33,35
2021-10-17,64000,7,17,18,21,24
2021-10-18,162000,13,17,34,37,38
2021-10-19,70000,2,3,4,28,39
2021-10-20,173000,3,7,21,34,35
2021-10-21,69000,2,5,12,18,24
2021-10-22,79000,9,12,14,21,34
2021-10-23,75000,4,14,17,18,30
2021-10-24,170000,4,11,30,32,39
2021-10-25,68000,1,12,27,31,36
2021-10-26,160000,1,3,8,31,39
2021-10-27,73000,11,14,20,33,37
2021-10-28,172000,2,7,12,13,29
2021-10-29,78000,1,5,17,37,39
2021-10-30,183000,5,12,21,27,31
2021-10-31,65000,12,18,23,27,33
2021-11-01,67000,7,8,15,19,22
2021-11-02,71000,6,11,12,14,18
2021-11-03,173000,6,28,31,32,33
2021-11-04,323000,6,11,15,29,31
2021-11-05,562000,4,6,13,30,34
2021-11-06,77000,10,14,29,30,39
2021-11-07,63000,6,11,17,30,33
2021-11-08,68000,11,13,14,32,38
2021-11-09,166000,1,11,21,23,27
2021-11-10,70000,2,6,11,20,38
2021-11-11,172000,13,14,21,35,37
2021-11-12,326000,18,20,27,32,35
2021-11-13,78000,3,11,12,15,32
2021-11-14,63000,6,9,18,27,38
2021-11-15,67000,8,12,18,27,34
2021-11-16,73000,14,15,20,22,35
2021-11-17,73000,4,7,14,19,31
2021-11-18,173000,4,6,12,25,33
2021-11-19,327000,3,13,14,29,33
2021-11-20,571000,19,22,26,33,36
2021-11-21,68000,3,14,29,36,38
2021-11-22,166000,6,16,23,34,37
2021-11-23,72000,3,5,15,18,36
2021-11-24,176000,1,4,8,12,33
2021-11-25,337000,5,9,27,33,37
2021-11-26,78000,9,20,27,30,37
2021-11-27,76000,4,16,25,30,39
2021-11-28,64000,4,10,31,33,38
2021-11-29,67000,13,17,20,29,31
2021-11-30,163000,1,2,12,13,14
2021-12-01,70000,9,28,30,34,35
2021-12-02,170000,8,15,20,22,32
2021-12-03,77000,2,9,10,26,38
2021-12-04,184000,1,3,4,29,31
2021-12-05,67000,7,9,10,33,37
2021-12-06,163000,12,15,28,33,36
2021-12-07,317000,1,21,23,33,37
2021-12-08,73000,2,8,14,31,39
2021-12-09,176000,4,7,12,13,14
2021-12-10,82000,9,12,17,29,31
2021-12-11,193000,13,21,26,30,38
2021-12-12,328000,1,2,18,20,30
2021-12-13,71000,19,21,29,34,36
2021-12-14,70000,2,8,21,29,32
2021-12-15,71000,1,2,8,11,38
2021-12-16,175000,5,10,14,18,29
2021-12-17,82000,6,9,12,25,36
2021-12-18,76000,11,12,18,21,23
2021-12-19,63000,7,13,25,28,34
2021-12-20,160000,1,9,11,17,31
2021-12-21,71000,2,5,13,17,25
2021-12-22,173000,4,11,30,31,38
2021-12-23,67000,9,15,22,33,35
2021-12-24,178000,8,9,23,27,38
2021-12-25,80000,3,8,24,38,39
2021-12-26,64000,7,11,24,30,39
2021-12-27,160000,7,11,16,19,39
2021-12-28,316000,2,9,22,24,27
2021-12-29,76000,9,12,18,34,39
2021-12-30,67000,6,13,16,17,18
2021-12-31,177000,8,30,31,35,36
2022-01-01,341000,2,5,25,26,38
2022-01-02,558000,6,11,24,31,33
2022-01-03,71000,10,12,15,27,35
2022-01-04,177000,16,17,30,31,39
2022-01-05,329000,1,6,8,18,38
2022-01-06,75000,5,12,18,22,33
2022-01-07,189000,5,11,27,28,35
2022-01-08,80000,3,8,10,17,21
2022-01-09,61000,9,18,27,29,37
2022-01-10,158000,5,11,15,31,38
2022-01-11,71000,8,13,15,22,33
2022-01-12,172000,13,19,28,35,38
2022-01-13,71000,13,24,30,33,38
2022-01-14,184000,7,16,17,22,26
2022-01-15,76000,3,9,12,16,39
2022-01-16,63000,8,15,26,28,29
2022-01-17,157000,5,20,26,27,37
2022-01-18,70000,24,33,35,37,38
2022-01-19,71000,3,12,15,32,36
2022-01-20,170000,1,8,14,31,36
2022-01-21,81000,10,22,24,29,32
2022-01-22,188000,6,21,27,36,38
2022-01-23,310000,6,7,19,24,27
2022-01-24,69000,2,3,4,6,15
2022-01-25,72000,6,14,23,28,38
2022-01-26,71000,5,8,17,35,37
2022-01-27,169000,13,31,32,38,39
2022-01-28,79000,6,9,21,33,37
2022-01-29,186000,1,3,4,9,26
2022-01-30,306000,9,14,15,36,38
2022-01-31,72000,2,6,21,25,31
2022-02-01,170000,7,10,26,33,39
2022-02-02,75000,6,19,21,27,34
2022-02-03,179000,14,17,18,37,39
